"","x","y"
"1",56.2477865954861,20.6124088726938
"2",65.2612620033324,57.9169024713337
"3",17.2199608525261,88.973167957738
"4",11.8568122852594,33.2341932924464
"5",61.1724278889596,12.3889678157866
"6",61.3889404572546,92.8796247346327
"7",72.7296498138458,27.5906215189025
"8",71.0801900131628,26.2807911727577
"9",16.3548012729734,84.1614166274667
"10",28.2136486843228,40.9160570474342
"11",94.2301914794371,4.73012716975063
"12",47.0352137461305,38.2540651829913
"13",60.0523293484002,63.5154329473153
"14",80.8424683986232,19.437071797438
"15",25.6738422671333,54.5738081214949
"16",32.471913495101,78.5671402700245
"17",87.5806763069704,25.3334966953844
"18",58.6868297308683,80.0236596958712
"19",80.9907294111326,67.1519971452653
"20",3.8591202814132,1.02452249266207
"21",60.4980489704758,66.0663499496877
"22",38.5549666825682,10.0735532818362
"23",46.9070092309266,80.1299036946148
"24",48.7932571442798,96.2297315243632
"25",73.6585973296314,56.6811895230785
"26",26.4094818849117,28.3960676984861
"27",74.6600813698024,82.54316651728
"28",79.4992610812187,25.5702843656763
"29",53.291945438832,54.7129867831245
"30",89.6341245854273,60.297199850902
"31",64.4726123427972,7.24239812698215
"32",6.09290807042271,49.5552285574377
"33",7.87275808397681,61.7674175649881
"34",0.529495440423489,17.6498910645023
"35",68.2198154740036,31.8764594383538
"36",99.2072383873165,11.9916953379288
"37",75.4984167870134,50.0029963674024
"38",29.3263510568067,43.2694670977071
"39",28.4004731569439,37.4085383256897
"40",99.7380982153118,36.0783878946677
"41",11.0923886066303,35.9449610114098
"42",4.41545769572258,81.8215313600376
"43",9.7971226554364,89.9435297120363
"44",88.0728143267334,13.9363722410053
"45",65.0316554354504,19.1675505368039
"46",17.6726339384913,38.3674179203808
"47",1.0638224426657,47.9850871022791
"48",68.3870678534731,50.5570480367169
"49",31.5566681325436,35.9667218057439
"50",47.415923839435,53.5875621484593
"51",92.1974787022918,41.0991108510643
"52",46.2444707052782,9.03601876925677
"53",20.590428612195,22.151953401044
"54",84.6362292068079,51.2811657274142
"55",55.0148750189692,53.6322535015643
"56",35.5364970397204,60.8648721361533
"57",67.7285325247794,37.1803252724931
"58",50.2388617023826,44.357599131763
"59",60.3314514737576,23.4690435696393
"60",95.2560712350532,69.7998897172511
"61",18.9149608137086,58.6430233204737
"62",38.7749467743561,20.702691632323
"63",56.3865845557302,44.6928236400709
"64",78.5300325369462,33.1964763114229
"65",76.3705841964111,84.3590789008886
"66",59.3406819738448,22.3536845296621
"67",27.0498715806752,7.95096741057932
"68",25.2828222000971,81.9556910544634
"69",92.4720310606062,80.3947668289766
"70",29.6848575118929,37.9294001031667
"71",90.8275007735938,45.7003827439621
"72",49.0988496923819,15.6259367475286
"73",6.22074275743216,76.1052701855078
"74",39.7223736857995,46.2694145040587
"75",6.46046309266239,17.6715926500037
"76",71.987830568105,81.427564797923
"77",73.6849231179804,12.3893319163471
"78",0.772450002841651,3.66995497606695
"79",39.0193415340036,84.6363197779283
"80",27.9111490817741,38.1960907485336
"81",41.7839125730097,42.9141716100276
"82",49.8175259679556,1.04288998991251
"83",10.3306112345308,97.1258935285732
"84",70.3646591864526,15.8901255577803
"85",39.3215424614027,56.4608660526574
"86",44.1928011365235,48.1054797768593
"87",11.057731625624,80.8214878197759
"88",11.3806908717379,24.9041668372229
"89",31.4210316399112,95.5480684060603
"90",52.0148509414867,40.7600239152089
"91",88.7710975250229,15.6990230083466
"92",79.3282387079671,31.9689179072157
"93",54.6677738660946,63.5058375541121
"94",63.0879656178877,92.7019740687683
"95",97.2386026056483,71.6442645294592
"96",22.8323346935213,21.9149337615818
"97",70.1388901565224,93.4013415360823
"98",32.5178974773735,29.8191777896136
"99",94.9793291743845,14.5087602315471
"100",19.6215709904209,41.6722981957719
